work_id,subject
193519,Architectures
193489,Bridges
25788,Lovers
25790,Portraits
25794,Portraits
25796,Portraits
135213,Abstract/Modern Art
135224,Abstract/Modern Art
135235,Abstract/Modern Art
135246,Abstract/Modern Art
30094,Abstract/Modern Art
135159,Abstract/Modern Art
135257,Abstract/Modern Art
135279,Abstract/Modern Art
135168,Abstract/Modern Art
135288,Abstract/Modern Art
135297,Abstract/Modern Art
135268,Abstract/Modern Art
30096,Abstract/Modern Art
135195,Abstract/Modern Art
135177,Abstract/Modern Art
135306,Abstract/Modern Art
135204,Abstract/Modern Art
135315,Abstract/Modern Art
135186,Abstract/Modern Art
7341,Portraits
7343,Portraits
7345,Portraits
7347,Portraits
7349,Portraits
206452,Portraits
7351,Portraits
7353,Portraits
7355,Portraits
7357,Portraits
7359,Portraits
7361,Portraits
7363,Portraits
7365,Portraits
7367,Portraits
7369,Portraits
7371,Portraits
7373,Portraits
7375,Portraits
7377,Portraits
7379,Portraits
7381,Portraits
206465,Portraits
7383,Portraits
7385,Portraits
7389,Portraits
7389,U.S. Presidents
7391,Portraits
7391,U.S. Presidents
7393,Portraits
7393,U.S. Presidents
7395,Portraits
7395,U.S. Presidents
7387,Portraits
7387,U.S. Presidents
30114,Abstract/Modern Art
30114,Still-Life
30116,Abstract/Modern Art
30116,Still-Life
30118,Abstract/Modern Art
30118,Still-Life
187320,Abstract/Modern Art
187320,Still-Life
187328,Abstract/Modern Art
187328,Still-Life
187336,Abstract/Modern Art
187336,Still-Life
187344,Abstract/Modern Art
187344,Still-Life
187352,Abstract/Modern Art
187352,Still-Life
187360,Abstract/Modern Art
187360,Still-Life
187377,Abstract/Modern Art
187377,Still-Life
187387,Abstract/Modern Art
187387,Still-Life
187398,Abstract/Modern Art
187398,Still-Life
187408,Abstract/Modern Art
187408,Still-Life
187418,Abstract/Modern Art
187418,Still-Life
187428,Abstract/Modern Art
187428,Still-Life
187438,Abstract/Modern Art
187438,Still-Life
187448,Abstract/Modern Art
187448,Still-Life
187458,Abstract/Modern Art
187458,Still-Life
187468,Abstract/Modern Art
187468,Still-Life
187478,Abstract/Modern Art
187478,Still-Life
187488,Abstract/Modern Art
187488,Still-Life
187498,Abstract/Modern Art
187498,Still-Life
187508,Abstract/Modern Art
187508,Still-Life
187518,Abstract/Modern Art
187518,Still-Life
187528,Abstract/Modern Art
187528,Still-Life
187538,Abstract/Modern Art
187538,Still-Life
187546,Abstract/Modern Art
187546,Still-Life
189411,Jesus Christ
17774,Portraits
17794,Dogs
17794,Portraits
17796,Dancers
17796,Portraits
17798,Portraits
17772,Portraits
17800,Portraits
170395,Portraits
17804,Portraits
17806,Portraits
17808,Portraits
17810,Portraits
17812,Portraits
17816,Portraits
24473,Summer
24487,Spring
24489,Summer
24507,Winter
20566,Autumn/Fall
20572,Spring
20574,Spring
28421,Christianity
28421,Jesus Christ
28431,Christianity
28433,Christianity
28441,Christianity
28443,Nude
28445,Christianity
121543,Rivers/Lakes
121454,Bridges
121552,Rivers/Lakes
121488,Bridges
121510,Rivers/Lakes
121532,Bridges
121532,Rivers/Lakes
121579,Rivers/Lakes
170221,Landscape Art
170156,Landscape Art
170241,Landscape Art
170165,Landscape Art
170172,Landscape Art
170179,Landscape Art
170186,Landscape Art
170193,Landscape Art
170207,Landscape Art
170214,Landscape Art
170200,Landscape Art
170232,Landscape Art
3419,Gardens
3421,Flowers
3421,Gardens
3427,Gardens
3437,Rivers/Lakes
3449,Flowers
3449,Gardens
18180,Gardens
18048,Rivers/Lakes
18050,Rivers/Lakes
18052,Rivers/Lakes
18056,Flowers
18058,Rivers/Lakes
18070,Gardens
18072,Cafes/Bars
18088,Nude
18096,Nude
18102,Lovers
23732,Autumn/Fall
23732,Seascapes
23740,Flowers
23744,Winter
23748,Deers
23750,Deers
23750,Winter
23752,Winter
23756,Winter
171070,Winter
184173,Jesus Christ
26003,Jesus Christ
30324,Flowers
191070,Seascapes
191115,Rivers/Lakes
191106,Rivers/Lakes
191088,Seascapes
190981,Rivers/Lakes
191160,Rivers/Lakes
191160,Summer
191097,Rivers/Lakes
191124,Rivers/Lakes
26739,Portraits
26743,Portraits
26745,Portraits
26761,Portraits
169210,Portraits
169221,Portraits
27617,Portraits
27619,Portraits
27621,Portraits
27623,Portraits
27627,Christianity
27629,Christianity
169235,Christianity
27631,Christianity
27635,Christianity
169244,Christianity
27641,Christianity
21052,Winter
21054,Winter
21056,Rivers/Lakes
21056,Winter
191242,Marine Art/Maritime
191171,Marine Art/Maritime
191180,Marine Art/Maritime
191191,Marine Art/Maritime
191200,Marine Art/Maritime
191232,Marine Art/Maritime
191257,Marine Art/Maritime
191223,Marine Art/Maritime
23406,Musics
23412,Musics
204660,Musics
23414,Musics
160795,Landscape Art
167363,Landscape Art
160516,Landscape Art
7559,Dogs
7577,Musics
7579,Dancers
7583,Dogs
198625,Nude
7585,Nude
130153,Rivers/Lakes
130164,Rivers/Lakes
130241,Nude
130327,Rivers/Lakes
130274,Bridges
130363,Nude
24021,Flowers
24021,Gardens
130186,Nude
26075,Flowers
26081,Flowers
26081,Still-Life
26083,Flowers
171357,Flowers
171431,Flowers
26087,Flowers
171442,Flowers
171452,Flowers
26089,Still-Life
26091,Flowers
26095,Flowers
26095,Still-Life
26097,Flowers
26099,Still-Life
204911,Portraits
171368,Flowers
171379,Flowers
26101,Flowers
26103,Portraits
26107,Flowers
26109,Flowers
171462,Flowers
171423,Flowers
171423,Still-Life
26111,Still-Life
26113,Still-Life
145937,Rivers/Lakes
147557,Rivers/Lakes
147557,Winter
145959,Spring
146939,Gardens
142554,Flowers
142554,Gardens
142565,Nude
143776,Flowers
144490,Flowers
142598,Flowers
142609,Gardens
143413,Flowers
142664,Musics
143829,Gardens
143440,Nude
142675,Gardens
144508,Nude
132733,Still-Life
132832,Nude
132843,Flowers
132398,Still-Life
132854,Flowers
132706,Flowers
132865,Flowers
132742,Nude
132321,Gardens
132365,Still-Life
132920,Gardens
208052,Nude
132769,Nude
195489,Flowers
20590,Flowers
20592,Flowers
195477,Flowers
20588,Flowers
20596,Tigers
20598,Nude
20602,Tigers
20610,Horses
20610,Tigers
20612,Spring
20622,Gardens
145298,Seascapes
145307,Seascapes
144704,Rivers/Lakes
145316,Seascapes
144715,Rivers/Lakes
145496,Rivers/Lakes
144726,Rivers/Lakes
145325,Seascapes
144737,Autumn/Fall
145343,Seascapes
144770,Seascapes
145518,Seascapes
144781,Seascapes
145361,Seascapes
144803,Seascapes
145562,Seascapes
145551,Seascapes
144814,Seascapes
145370,Seascapes
145573,Autumn/Fall
30925,Winter
30927,Rivers/Lakes
26996,Landscape Art
26998,Landscape Art
27000,Landscape Art
27002,Autumn/Fall
27002,Landscape Art
27004,Landscape Art
27004,Rivers/Lakes
27006,Landscape Art
27006,Water Lilies
27008,Landscape Art
27010,Landscape Art
27010,Rivers/Lakes
27012,Landscape Art
27014,Landscape Art
7633,Marine Art/Maritime
7633,Summer
7635,Marine Art/Maritime
7635,Seascapes
7637,Marine Art/Maritime
7639,Marine Art/Maritime
7641,Marine Art/Maritime
7643,Marine Art/Maritime
7645,Marine Art/Maritime
7647,Marine Art/Maritime
7649,Marine Art/Maritime
7649,Seascapes
7651,Marine Art/Maritime
7653,Marine Art/Maritime
7655,Marine Art/Maritime
7657,Marine Art/Maritime
7659,Marine Art/Maritime
7661,Marine Art/Maritime
7663,Marine Art/Maritime
7665,Marine Art/Maritime
7667,Cafes/Bars
7667,Churches/Temples/Mosques
7667,Marine Art/Maritime
7669,Marine Art/Maritime
7669,Seascapes
7671,Marine Art/Maritime
7671,Seascapes
7673,Marine Art/Maritime
7673,Seascapes
7675,Marine Art/Maritime
7675,Winter
7677,Marine Art/Maritime
7679,Marine Art/Maritime
7681,Marine Art/Maritime
7683,Marine Art/Maritime
7683,Seascapes
7685,Marine Art/Maritime
7687,Marine Art/Maritime
7689,Marine Art/Maritime
7689,Seascapes
7691,Marine Art/Maritime
7693,Marine Art/Maritime
7695,Marine Art/Maritime
7695,Seascapes
7697,Marine Art/Maritime
7697,Seascapes
7701,Marine Art/Maritime
7699,Marine Art/Maritime
7703,Marine Art/Maritime
7703,Seascapes
7705,Marine Art/Maritime
7705,Seascapes
7707,Marine Art/Maritime
7707,Seascapes
7709,Marine Art/Maritime
7711,Marine Art/Maritime
7713,Marine Art/Maritime
7715,Marine Art/Maritime
7715,Seascapes
7717,Marine Art/Maritime
7717,Seascapes
7719,Marine Art/Maritime
7723,Marine Art/Maritime
7723,Seascapes
7725,Marine Art/Maritime
7725,Seascapes
7727,Marine Art/Maritime
7729,Marine Art/Maritime
7731,Marine Art/Maritime
7731,Winter
184282,Landscape Art
184282,Summer
184289,Landscape Art
184211,Landscape Art
184218,Autumn/Fall
184218,Landscape Art
28915,Landscape Art
28917,Landscape Art
28919,Landscape Art
184296,Landscape Art
184352,Landscape Art
184225,Landscape Art
184331,Landscape Art
184303,Landscape Art
184232,Landscape Art
184260,Landscape Art
28921,Landscape Art
184310,Landscape Art
184239,Landscape Art
28923,Landscape Art
184246,Landscape Art
184253,Landscape Art
184253,Rivers/Lakes
184317,Autumn/Fall
184317,Landscape Art
28929,Landscape Art
184324,Landscape Art
184363,Landscape Art
184338,Landscape Art
184372,Landscape Art
184267,Landscape Art
28931,Landscape Art
28931,Winter
184274,Landscape Art
28933,Landscape Art
28933,Rivers/Lakes
124059,Horses
124086,Horses
160815,Christianity
160532,Christianity
160532,Jesus Christ
188479,Landscape Art
188484,Landscape Art
188489,Landscape Art
188494,Landscape Art
188499,Landscape Art
188504,Landscape Art
160540,Landscape Art
157804,Landscape Art
207284,Landscape Art
157814,Landscape Art
160548,Landscape Art
188509,Landscape Art
188514,Landscape Art
188519,Landscape Art
160835,Landscape Art
188524,Landscape Art
188529,Landscape Art
157666,Landscape Art
188534,Landscape Art
188539,Landscape Art
160965,Landscape Art
188544,Landscape Art
160556,Landscape Art
207279,Landscape Art
17303,Horses
17305,Horses
17307,Horses
17309,Horses
17311,Dogs
17311,Horses
17313,Dogs
17315,Horses
17317,Horses
17319,Tigers
17321,Dogs
17323,Dogs
17323,Horses
17325,Dogs
17327,Horses
17329,Horses
17333,Horses
17335,Tigers
17339,Bridges
17341,Horses
17341,Rivers/Lakes
17347,Dogs
17355,Horses
17359,Tigers
17361,Dogs
17361,Horses
17365,Horses
5529,Lovers
5529,Nude
5539,Nude
5541,Nude
5543,Nude
5551,Portraits
5553,Portraits
5555,Portraits
5559,Portraits
5561,Portraits
5569,Portraits
5571,Portraits
5575,Portraits
5573,Portraits
5577,Portraits
5579,Portraits
5583,Portraits
5589,Portraits
123795,Autumn/Fall
123795,Landscape Art
123702,Landscape Art
123804,Landscape Art
123711,Landscape Art
123720,Landscape Art
123729,Landscape Art
123729,Rivers/Lakes
123784,Landscape Art
123738,Landscape Art
123738,Rivers/Lakes
123747,Landscape Art
123747,Rivers/Lakes
123756,Landscape Art
123756,Rivers/Lakes
123765,Landscape Art
123774,Landscape Art
29157,Portraits
29165,Seascapes
29167,Seascapes
29163,Seascapes
28247,U.S. Presidents
185002,U.S. Presidents
28249,Still-Life
185013,Still-Life
185023,Still-Life
185033,Still-Life
185043,Landscape Art
21655,Musics
21657,Nude
21671,Portraits
21673,Portraits
193705,Portraits
193714,Portraits
193723,Portraits
193732,Portraits
193741,Portraits
193777,Portraits
193768,Portraits
193786,Portraits
193759,Portraits
193750,Portraits
25519,Rivers/Lakes
191970,Musics
192064,Musics
28307,Marine Art/Maritime
28307,Seascapes
28301,Marine Art/Maritime
28301,Seascapes
28309,Marine Art/Maritime
28311,Marine Art/Maritime
28303,Marine Art/Maritime
28305,Marine Art/Maritime
28305,Seascapes
188593,Christianity
188598,Christianity
145774,Summer
204898,Portraits
29546,Portraits
29548,Portraits
29550,Portraits
29554,Lovers
154883,Still-Life
156550,Flowers
156550,Still-Life
156534,Flowers
156534,Still-Life
156542,Flowers
156542,Still-Life
156558,Still-Life
154855,Flowers
154855,Still-Life
154869,Flowers
154869,Still-Life
194051,Christianity
194022,Christianity
1368,Christianity
1368,Jesus Christ
1372,Lovers
1376,Musics
1378,Portraits
1382,Portraits
1398,Musics
1404,Musics
1412,Architectures
1414,Architectures
1420,Musics
194189,Portraits
194288,Portraits
194297,Portraits
194198,Portraits
194270,Portraits
194207,Portraits
194279,Portraits
194216,Portraits
194225,Portraits
194234,Portraits
194252,Portraits
194261,Portraits
194304,Portraits
194311,Portraits
26846,Nude
26858,Nude
26872,Nude
26876,Portraits
26894,Nude
26904,Portraits
26910,Portraits
26918,Nude
18551,Spring
18561,Rivers/Lakes
18569,Rivers/Lakes
18571,Churches/Temples/Mosques
18577,Rivers/Lakes
18587,Rivers/Lakes
18589,Rivers/Lakes
18591,Musics
18591,Rivers/Lakes
204478,Spring
26378,Nude
26398,Portraits
30931,Deers
30931,Dogs
30941,Gardens
30943,Dogs
30949,Dogs
30951,Dogs
30953,Still-Life
30957,Tigers
30959,Dogs
30963,Dogs
30965,Dogs
30965,Portraits
30967,Portraits
30969,Still-Life
30971,Still-Life
30973,Deers
30973,Still-Life
30975,Musics
30975,Still-Life
30977,Dogs
30979,Deers
30981,Dogs
30983,Dogs
30985,Tigers
30987,Deers
30993,Dogs
189813,Portraits
189793,Portraits
189822,Portraits
189804,Portraits
189831,Portraits
194492,Musics
22977,Cafes/Bars
27018,Portraits
27022,Still-Life
137345,Autumn/Fall
27483,Autumn/Fall
27487,Architectures
27493,Portraits
27495,Portraits
150292,Flowers
150325,Musics
189851,Autumn/Fall
189863,Rivers/Lakes
189863,Summer
189873,Bridges
190222,Flowers
190247,Flowers
190257,Flowers
190141,Winter
189933,Bridges
190327,Winter
189973,Churches/Temples/Mosques
189983,Churches/Temples/Mosques
20862,Flowers
20868,Flowers
20874,Portraits
20876,Portraits
20878,Portraits
204197,Portraits
20880,Portraits
20882,Portraits
20884,Still-Life
20888,Flowers
20890,Nude
20890,Summer
174225,Dogs
26145,Dogs
26155,Portraits
26157,Portraits
26159,Portraits
174263,Portraits
26163,Lovers
26179,Lovers
26177,Lovers
177900,Dogs
19383,Cafes/Bars
177935,Churches/Temples/Mosques
19389,Architectures
19391,Architectures
19397,Dogs
19399,Dogs
19403,Musics
177907,Nude
19405,Nude
19407,Nude
19409,Nude
19413,Horses
19415,Architectures
177942,Horses
26201,Cafes/Bars
26203,Dancers
26205,Dancers
26207,Dancers
26209,Dancers
26211,Dancers
26213,Dancers
26215,Dancers
26217,Dancers
26219,Gardens
26221,Gardens
26223,Musics
176452,Portraits
176461,Portraits
176479,Portraits
176497,Portraits
176506,Portraits
30897,Portraits
176533,Portraits
30899,Portraits
176542,Portraits
176551,Portraits
176560,Portraits
176569,Portraits
176578,Portraits
30901,Portraits
30903,Portraits
28449,Musics
28451,Portraits
7733,Still-Life
7735,Still-Life
7737,Still-Life
7739,Flowers
7743,Still-Life
7747,Still-Life
7751,Still-Life
204540,Still-Life
7755,Portraits
7757,Portraits
7763,Still-Life
7765,Still-Life
7767,Still-Life
7769,Still-Life
7771,Still-Life
198480,Still-Life
7775,Still-Life
7777,Still-Life
204552,Flowers
7779,Still-Life
7781,Still-Life
7783,Still-Life
7785,Still-Life
7787,Still-Life
28525,Nude
28529,Seascapes
28657,Gardens
190474,Marine Art/Maritime
190586,Rivers/Lakes
190597,Rivers/Lakes
190509,Rivers/Lakes
190575,Rivers/Lakes
190520,Rivers/Lakes
190542,Rivers/Lakes
190553,Rivers/Lakes
190564,Rivers/Lakes
190758,Marine Art/Maritime
190740,Marine Art/Maritime
190729,Marine Art/Maritime
190749,Marine Art/Maritime
184069,Rivers/Lakes
184058,Portraits
184047,Portraits
24371,Portraits
24373,Churches/Temples/Mosques
24373,Rivers/Lakes
27521,Jesus Christ
27555,Portraits
28319,Portraits
28321,Portraits
28323,Portraits
28325,Portraits
28327,Portraits
152064,Horses
152325,Horses
151536,Horses
151547,Horses
152020,Horses
151558,Horses
151569,Horses
152343,Horses
151580,Horses
151591,Horses
152352,Horses
151602,Dogs
151613,Horses
151624,Horses
151635,Horses
151646,Horses
151657,Horses
151668,Horses
151679,Horses
152031,Horses
152109,Horses
152118,Horses
152127,Horses
151690,Horses
27856,Landscape Art
199973,Landscape Art
207586,Landscape Art
27858,Landscape Art
27860,Landscape Art
27860,Rivers/Lakes
27864,Landscape Art
27864,Rivers/Lakes
27862,Landscape Art
27862,Rivers/Lakes
27866,Landscape Art
27868,Landscape Art
27870,Landscape Art
27872,Landscape Art
27872,Rivers/Lakes
27872,Summer
27874,Landscape Art
27876,Landscape Art
27876,Seascapes
27878,Landscape Art
207595,Landscape Art
31798,Portraits
187658,Portraits
187730,Portraits
187721,Portraits
187703,Portraits
187694,Portraits
187712,Portraits
187667,Portraits
187757,Portraits
187685,Portraits
187676,Portraits
198519,Bridges
136150,Bridges
31834,Rivers/Lakes
32022,Autumn/Fall
171964,Flowers
171964,Still-Life
171973,Flowers
171973,Still-Life
172000,Landscape Art
27038,Marine Art/Maritime
27040,Marine Art/Maritime
27042,Marine Art/Maritime
27042,Seascapes
27044,Marine Art/Maritime
27046,Marine Art/Maritime
27048,Marine Art/Maritime
27050,Marine Art/Maritime
27052,Marine Art/Maritime
124600,Autumn/Fall
124618,Rivers/Lakes
124618,Summer
124665,Autumn/Fall
124627,Autumn/Fall
124636,Summer
31984,Portraits
31986,Portraits
31988,Portraits
31990,Portraits
31992,Portraits
5273,Autumn/Fall
5273,Gardens
5291,Rivers/Lakes
5305,Flowers
5305,Gardens
5315,Churches/Temples/Mosques
204420,Portraits
204431,Portraits
23686,Nude
204442,Portraits
23704,Portraits
23706,Portraits
23708,Portraits
23710,Portraits
31928,U.S. Presidents
31930,U.S. Presidents
31932,U.S. Presidents
31934,U.S. Presidents
200944,Christianity
200944,Portraits
31936,U.S. Presidents
31938,U.S. Presidents
31946,Portraits
31948,Portraits
31950,Dogs
31952,Portraits
31954,Portraits
31964,U.S. Presidents
29350,Portraits
29352,Portraits
29354,Portraits
29356,Portraits
31994,Portraits
31996,Portraits
31998,Portraits
32000,Portraits
32000,U.S. Presidents
32002,Portraits
188112,Portraits
199200,Portraits
199210,Portraits
24139,Flowers
19569,Nude
19577,Nude
19605,Nude
19609,Dancers
19617,Spring
19631,Nude
20504,Spring
20520,Nude
20536,Lovers
20556,Flowers
20558,Lovers
121963,Portraits
121974,Portraits
121985,Portraits
121996,Portraits
176851,Portraits
122007,Portraits
122018,Portraits
122029,Portraits
122051,Portraits
122040,Portraits
175698,Portraits
24463,Portraits
24465,Portraits
121827,Portraits
121282,Portraits
121838,Portraits
121849,Portraits
121317,Portraits
121326,Portraits
121295,Portraits
121306,Portraits
6392,Bridges
6398,Bridges
6404,Horses
6408,Seascapes
6432,Summer
6440,Bridges
6444,Rivers/Lakes
6446,Rivers/Lakes
184932,Portraits
31824,Portraits
19685,Still-Life
19687,Still-Life
19689,Still-Life
19691,Still-Life
19693,Still-Life
19695,Still-Life
19697,Still-Life
19703,Still-Life
19701,Still-Life
19705,Still-Life
19707,Musics
19707,Still-Life
19709,Still-Life
19711,Still-Life
19713,Still-Life
19719,Musics
19719,Still-Life
19717,Musics
19717,Still-Life
19721,Musics
19721,Still-Life
19723,Musics
19723,Still-Life
19725,Musics
19725,Still-Life
19731,Musics
19729,Musics
19733,Musics
19735,Still-Life
19737,Still-Life
168128,Musics
189348,Musics
189278,Musics
189334,Musics
31720,Portraits
23223,Dogs
23235,Flowers
23241,Portraits
23245,Summer
29990,Dogs
29992,Nude
30012,Musics
123002,Rivers/Lakes
123114,Bridges
22466,Winter
22471,Portraits
20110,Seascapes
20116,Churches/Temples/Mosques
20136,Bridges
20160,Bridges
20162,Seascapes
138315,Nude
138452,Cafes/Bars
138507,Nude
124458,Nude
124431,Nude
148213,Autumn/Fall
148235,Gardens
148279,Winter
148301,Autumn/Fall
148312,Autumn/Fall
148334,Rivers/Lakes
148712,Cafes/Bars
148378,Cafes/Bars
148510,Cafes/Bars
148389,Cafes/Bars
148433,Rivers/Lakes
148519,Autumn/Fall
148546,Still-Life
147830,Winter
148822,Cafes/Bars
147918,Spring
136361,Landscape Art
136361,Winter
136416,Autumn/Fall
137028,Autumn/Fall
137198,Autumn/Fall
137198,Landscape Art
137037,Autumn/Fall
136405,Autumn/Fall
136471,Churches/Temples/Mosques
136504,Rivers/Lakes
136559,Summer
136581,Flowers
136581,Summer
23436,Portraits
23434,Portraits
23438,Portraits
23440,Portraits
188017,Portraits
188026,Portraits
188008,Portraits
188035,Portraits
188044,Portraits
23442,Portraits
23444,Portraits
1940,Christianity
1940,Jesus Christ
1942,Portraits
1946,Portraits
1950,Portraits
1956,Christianity
119619,Jesus Christ
119619,Portraits
1962,Christianity
1962,Jesus Christ
1960,Christianity
1960,Jesus Christ
1964,Christianity
1966,Christianity
1968,Christianity
136283,Nude
136166,Marine Art/Maritime
136193,Rivers/Lakes
136202,Rivers/Lakes
136211,Rivers/Lakes
136220,Marine Art/Maritime
136229,Marine Art/Maritime
136316,Marine Art/Maritime
136238,Marine Art/Maritime
136247,Marine Art/Maritime
136256,Marine Art/Maritime
136274,Marine Art/Maritime
29816,Abstract/Modern Art
29818,Abstract/Modern Art
29820,Abstract/Modern Art
29822,Abstract/Modern Art
29824,Abstract/Modern Art
29826,Abstract/Modern Art
29828,Abstract/Modern Art
29834,Abstract/Modern Art
29832,Abstract/Modern Art
29830,Abstract/Modern Art
29836,Abstract/Modern Art
29838,Abstract/Modern Art
29840,Abstract/Modern Art
29844,Abstract/Modern Art
29846,Abstract/Modern Art
29848,Abstract/Modern Art
29850,Abstract/Modern Art
29852,Abstract/Modern Art
29854,Abstract/Modern Art
29856,Abstract/Modern Art
29858,Abstract/Modern Art
29860,Abstract/Modern Art
29842,Abstract/Modern Art
29864,Abstract/Modern Art
29862,Abstract/Modern Art
29866,Abstract/Modern Art
29868,Abstract/Modern Art
29870,Abstract/Modern Art
29872,Abstract/Modern Art
29874,Abstract/Modern Art
22432,Gardens
22450,Lovers
22450,Nude
27060,Christianity
27064,Christianity
25489,Bridges
25489,Winter
25491,Rivers/Lakes
25493,Winter
25495,Winter
25497,Winter
30120,Architectures
30124,Churches/Temples/Mosques
30130,Architectures
30132,Architectures
30134,Architectures
139741,Flowers
141512,Flowers
139752,Flowers
139763,Flowers
140346,Gardens
141530,Still-Life
139774,Flowers
140390,Rivers/Lakes
140423,Rivers/Lakes
141359,Flowers
139785,Flowers
139796,Flowers
139807,Flowers
139840,Flowers
140434,Flowers
141368,Flowers
139818,Flowers
141377,Flowers
139829,Flowers
139851,Flowers
139862,Flowers
139895,Flowers
30335,Flowers
30335,Still-Life
123931,Flowers
123895,Flowers
123906,Nude
123884,Flowers
23872,Nude
23870,Nude
23876,Jesus Christ
23880,Jesus Christ
23882,Christianity
23882,Jesus Christ
23884,Nude
23894,Deers
23925,Christianity
23927,Christianity
21058,Marine Art/Maritime
21060,Marine Art/Maritime
21060,Rivers/Lakes
21062,Marine Art/Maritime
21064,Jesus Christ
21064,Marine Art/Maritime
21064,Seascapes
21066,Marine Art/Maritime
21066,Seascapes
21068,Marine Art/Maritime
21070,Marine Art/Maritime
21070,Seascapes
21072,Marine Art/Maritime
21072,Portraits
21074,Marine Art/Maritime
21074,Portraits
21076,Marine Art/Maritime
21076,Portraits
21078,Marine Art/Maritime
21080,Marine Art/Maritime
21082,Marine Art/Maritime
21082,Seascapes
21084,Marine Art/Maritime
21086,Marine Art/Maritime
177344,Churches/Temples/Mosques
26191,Churches/Temples/Mosques
26193,Churches/Temples/Mosques
122955,Portraits
122966,Portraits
24117,Nude
24117,Portraits
122977,Portraits
181576,Abstract/Modern Art
181403,Abstract/Modern Art
181585,Abstract/Modern Art
181791,Abstract/Modern Art
181356,Abstract/Modern Art
181855,Abstract/Modern Art
181331,Abstract/Modern Art
181813,Abstract/Modern Art
181941,Abstract/Modern Art
181820,Abstract/Modern Art
181420,Abstract/Modern Art
181900,Abstract/Modern Art
181475,Abstract/Modern Art
181827,Abstract/Modern Art
181834,Abstract/Modern Art
181448,Abstract/Modern Art
181841,Abstract/Modern Art
181427,Abstract/Modern Art
181434,Abstract/Modern Art
181555,Abstract/Modern Art
181743,Abstract/Modern Art
181349,Abstract/Modern Art
181864,Abstract/Modern Art
181918,Abstract/Modern Art
181752,Abstract/Modern Art
181873,Abstract/Modern Art
181925,Abstract/Modern Art
181318,Abstract/Modern Art
181499,Abstract/Modern Art
181798,Abstract/Modern Art
181526,Abstract/Modern Art
181412,Abstract/Modern Art
181882,Abstract/Modern Art
181562,Abstract/Modern Art
181805,Abstract/Modern Art
181777,Abstract/Modern Art
181390,Abstract/Modern Art
181441,Abstract/Modern Art
181508,Abstract/Modern Art
181594,Abstract/Modern Art
181457,Abstract/Modern Art
181784,Abstract/Modern Art
181848,Abstract/Modern Art
181396,Abstract/Modern Art
181533,Abstract/Modern Art
181483,Abstract/Modern Art
181932,Abstract/Modern Art
181891,Abstract/Modern Art
181517,Abstract/Modern Art
181340,Abstract/Modern Art
181491,Abstract/Modern Art
181540,Abstract/Modern Art
181547,Abstract/Modern Art
181761,Abstract/Modern Art
181363,Abstract/Modern Art
181569,Abstract/Modern Art
181909,Abstract/Modern Art
20028,Spring
20032,Seascapes
20036,Spring
20040,Flowers
20042,Flowers
20052,Spring
20054,Flowers
20058,Spring
20074,Rivers/Lakes
20082,Flowers
20084,Flowers
18214,Gardens
18228,Dogs
18246,Flowers
18248,Gardens
29322,Rivers/Lakes
29324,Rivers/Lakes
174101,Flowers
150006,Nude
30156,Nude
149979,Nude
149891,Nude
149337,Still-Life
30160,Nude
150015,Gardens
150033,Nude
22668,Autumn/Fall
22669,Autumn/Fall
22673,Still-Life
22679,Flowers
22684,Gardens
30030,Rivers/Lakes
30036,Nude
30042,Still-Life
30042,Winter
30044,Nude
141809,Seascapes
141820,Autumn/Fall
141831,Seascapes
141842,Rivers/Lakes
142490,Rivers/Lakes
141713,Rivers/Lakes
141853,Rivers/Lakes
141875,Seascapes
141886,Rivers/Lakes
141907,Rivers/Lakes
141722,Winter
141918,Rivers/Lakes
141929,Rivers/Lakes
141951,Seascapes
141973,Rivers/Lakes
141995,Autumn/Fall
141995,Gardens
141740,Winter
142028,Seascapes
142050,Churches/Temples/Mosques
133119,Rivers/Lakes
133141,Nude
133178,Rivers/Lakes
133178,Spring
134858,Rivers/Lakes
134454,Flowers
134465,Flowers
134476,Flowers
134016,Seascapes
133233,Rivers/Lakes
27940,Marine Art/Maritime
27942,Marine Art/Maritime
27944,Marine Art/Maritime
27946,Marine Art/Maritime
27948,Marine Art/Maritime
27950,Marine Art/Maritime
27952,Marine Art/Maritime
27954,Marine Art/Maritime
27956,Marine Art/Maritime
23420,Deers
23424,Horses
28257,Christianity
28277,Christianity
28279,Christianity
28283,Portraits
28287,Christianity
28289,Christianity
28293,Nude
28297,Christianity
169367,Christianity
169386,Christianity
182872,Flowers
22713,Flowers
182558,Flowers
182569,Flowers
182928,Flowers
182580,Flowers
182547,Flowers
22716,Flowers
182789,Jesus Christ
182602,Flowers
182679,Flowers
182880,Flowers
182938,Flowers
182613,Flowers
22717,Flowers
182624,Flowers
182635,Flowers
182646,Flowers
182657,Flowers
182591,Flowers
190853,Musics
20900,Seascapes
20904,Seascapes
20916,Seascapes
29938,Nude
29938,Rivers/Lakes
29942,Lovers
29944,Nude
1439,Still-Life
1447,Nude
1449,Nude
195941,Nude
1445,Nude
195837,Still-Life
1465,Still-Life
1467,Still-Life
1469,Flowers
1471,Still-Life
196188,Nude
1473,Nude
1475,Flowers
192088,Landscape Art
192148,Landscape Art
192110,Landscape Art
192160,Landscape Art
192120,Landscape Art
192167,Landscape Art
192134,Landscape Art
192099,Landscape Art
192141,Landscape Art
4431,Flowers
4433,Nude
4437,Nude
