work_id,name,artist_id,style,museum_id
143404,"Auf der Grunen Bank, Sanary",536,Post-Impressionism,
142565,Baigneuses dans un Paysage,536,Post-Impressionism,
143776,Bouquet de Fleurs,536,Post-Impressionism,
142576,"Cannes, Parasol Bleu et Tentes",536,Post-Impressionism,
144490,Composition Florable aux Dahlias,536,Post-Impressionism,
142587,Coucher de Soleil sur Pont-Aven,536,Post-Impressionism,
142598,Coupe de Dahlias,536,Post-Impressionism,
144499,Croquet sur la Plage,536,Post-Impressionism,
142609,Dans le Jardin de Montevrain,536,Post-Impressionism,
142620,"Depart de Regates dans le Midi, St. Tropez",536,Post-Impressionism,
143413,Deux Vases de Fleurs,536,Post-Impressionism,
143422,En Barque sur la Marne,536,Post-Impressionism,
142631,Enfants dans une Prairie,536,Post-Impressionism,
142642,Environs de Cannes,536,Post-Impressionism,
142653,Environs de Montevrain,536,Post-Impressionism,
143431,"Es Andelys, La Famille Lebasque au Bord de L'Eau",536,Post-Impressionism,
142664,Femme a la Guitare (Nono),536,Post-Impressionism,
143798,Femme a l'Ombrelle sur la Plage,536,Post-Impressionism,
143809,Femme Assise au Chapeau Blanc,536,Post-Impressionism,
143829,Femme Assise dans le Jardin,536,Post-Impressionism,
143840,Femme au Chale Fleuri,536,Post-Impressionism,
143440,Femme dans un Fauteuil,536,Post-Impressionism,
142675,Femme dans un Jardin,536,Post-Impressionism,
143851,Femme Devant la Fenetre a l'Ile d'Yeu,536,Post-Impressionism,
142686,Femme et Fillette a la Fenetre,536,Post-Impressionism,
142697,Femme Etendue Sous un Arbre,536,Post-Impressionism,
144508,Femme Nue,536,Post-Impressionism,
132733,"Apricots, Almonds and White Pot",580,Post-Impressionism,
132832,Bathers,580,Post-Impressionism,
132508,Blooming Mimosas,580,Post-Impressionism,
132843,Bouquet of Roses in a White Vase,580,Post-Impressionism,
132751,By Boat on the Marne,580,Post-Impressionism,
132398,Carp and Coffee Grinder,580,Post-Impressionism,
132299,Cassis,580,Post-Impressionism,
132876,Children Struggling,580,Post-Impressionism,
132310,"Colombier, La Voile Blanche",580,Post-Impressionism,
207987,Couseuse Rouge Jeanne,580,Post-Impressionism,
132854,Dahlias,580,Post-Impressionism,
132706,"Dahlias on the Terrasse de L'Oustalet, Saint-Tropez",580,Post-Impressionism,
132865,Daturas and Narcissuses,580,Post-Impressionism,
132742,Dormeuse,580,Post-Impressionism,
132321,Dream Landscape in Colombier,580,Post-Impressionism,
132898,Interieur,580,Post-Impressionism,
132909,"Jeanne a` l'ombrelle, Cavalie`re",580,Post-Impressionism,
132365,Jeanne Allongee Sur un Canape,580,Post-Impressionism,
132920,Jeanne dans le Jardin de Neuilly,580,Post-Impressionism,
132931,Jeanne dans un Transat a L'Oustalet,580,Post-Impressionism,
132376,Jeanne Devant la Nature Morte,580,Post-Impressionism,
132387,"La Baidnade, Colombier",580,Post-Impressionism,
208052,La Baigneuse,580,Post-Impressionism,37
132942,"La Breste, Maison Rouge, Environs de Marseille",580,Post-Impressionism,
132409,La Femme Olivier a St. Tropez,580,Post-Impressionism,
132420,"La Maison dans la Foret, Saint-Tropez",580,Post-Impressionism,
132953,"La Maison dans les Arbres, Villecroze",580,Post-Impressionism,
208020,"La Maison de Signac, Saint-Tropez",580,Post-Impressionism,
132431,La Robe de Chambre Rouge,580,Post-Impressionism,
132769,"L'Odalisque, Grenouillette",580,Post-Impressionism,
20582,A Carnival Evening,807,Avant-Garde,67
20584,A Centennial of Independence,807,Avant-Garde,55
20586,A Womans Portrait,807,Avant-Garde,
195489,Bouquet of Flowers,807,Avant-Garde,51
20590,Bouquet of Flowers,807,Avant-Garde,62
20592,Bouquet of Flowers with an Ivy Branch,807,Avant-Garde,
195477,Bouquet of Flowers with China Asters and Tokyos,807,Avant-Garde,51
20588,Bouquet of Flowers,807,Avant-Garde,
20594,Child with Puppet (To Celebrate the Baby),807,Avant-Garde,
20596,Combat of a Tiger and a Buffalo,807,Avant-Garde,34
20598,Eve and the Serpent,807,Avant-Garde,
20600,Exotic Landscape,807,Avant-Garde,46
20602,Fight Between a Tiger and a Buffalo,807,Avant-Garde,53
20604,Forest Promenade,807,Avant-Garde,
20606,Forest Rendezvous,807,Avant-Garde,46
20608,Happy Quartet,807,Avant-Garde,
20610,Horse Attacked by a Jaguar,807,Avant-Garde,31
195559,Landscape and Four Fisherman,807,Avant-Garde,51
195570,Landscape and Four Young Girls,807,Avant-Garde,51
20612,"Landscape on the Banks of the Bievre at Becetre, Spring",807,Avant-Garde,35
20614,"Landscape on the Banks of the Oise, Area of Chaponval",807,Avant-Garde,
20616,Landscape with Factory,807,Avant-Garde,
20618,Landscape with Farmer,807,Avant-Garde,
20620,Liberty Inviting Artists,807,Avant-Garde,
20622,Luxembourg Garden,807,Avant-Garde,34
20624,Meadowland,807,Avant-Garde,
195513,Monkeys and Parrot in the Virgin Forest,807,Avant-Garde,51
20626,"Myself, Landscape Portrait",807,Avant-Garde,
20628,"Notre Dame, View of the Ile Saint-Louis",807,Avant-Garde,
20630,Old Junior's Cart,807,Avant-Garde,
145298,"Audierne, Le phare",623,Impressionism,
145307,"Baie de Trouville, Cotentin",623,Impressionism,
144693,Barques de Peche Pres de la Cote Bretonne,623,Impressionism,
144704,"Basse Mer, Le Soir",623,Impressionism,
145316,"Bateaux de Peche, Audierne",623,Impressionism,
144715,Bateaux de Peche en Bretagne,623,Impressionism,
145496,Bateaux de Peche,623,Impressionism,
144726,Bords de l'Eure,623,Impressionism,
145325,"Bretagne, La Cote Ensoleillee",623,Impressionism,
145507,Bretonnes au Bord de la Riviere,623,Impressionism,
145334,Bretonse Meisjes,623,Impressionism,
144737,Chemin au Bord de la Mer,623,Impressionism,
144748,"Chemin dans la Landes, Bretagne",623,Impressionism,
144759,"Cote Bretonne, Pêcheur",623,Impressionism,
145343,Cote de Bretagne,623,Impressionism,
144770,Cote de Bretagne,623,Impressionism,
145518,"Cote de Clohars, Finistere",623,Impressionism,
144781,Falaises de Clohars-Carnoet,623,Impressionism,
145529,"Falaises de Clohars, Finiste`re",623,Impressionism,
145352,Fenaison en Bretagne,623,Impressionism,
145540,Ferme em Bretagne,623,Impressionism,
144792,Foins au Port de Doelan,623,Impressionism,
145361,"Gros Temps a Saint Grenoble, Pointe de Penmarc'h",623,Impressionism,
144803,Grosse Mer,623,Impressionism,
145562,"Ile de Groix, Pointe de l’Enfer",623,Impressionism,
145551,Ile D'Ouessant,623,Impressionism,
144814,"L'Anse de Fortz Guen, Finistere",623,Impressionism,
144825,"L'Église de Tregunc, Finistere",623,Impressionism,
145370,"L'Entree du port de Doelan, Finistere",623,Impressionism,
145573,L'Hiver en Bretagne,623,Impressionism,
170904,A Tethered Chestnut Horse in a Landscape,740,Orientalism,
170778,Algerian Hunter with a Falcon,740,Orientalism,
170787,An Equestrian Portrait of Napoleon with a Battle Beyond,740,Orientalism,
206617,Combat of a Greek and a Turk,740,,53
170913,"Death of Prince Poniatowski on October 19th, 1813",740,Orientalism,
170922,Figures Before the Stable,740,Orientalism,
170796,Gabriel Delessert in Shooting Attire,740,Orientalism,
170805,Horsemen and Arab Chiefs Listening to a Musician,740,Orientalism,
170709,Hunting in the Pontine Marshes,740,Orientalism,46
170958,Hunting Scene,740,Orientalism,
170814,La Retraite,740,Orientalism,
170823,Louis-Philippe et le Duc d'Orle´ans Devant le Chateau de Versailles,740,Orientalism,
170931,Napoleon in Charleroi June 1815,740,Orientalism,
170740,Oriental Warrior on Horseback,740,Orientalism,
170720,Polish Officer Lancer Resting During the Napoleonic Wars,740,Orientalism,
170832,"Portrait de Ferdinand-Philippe d'Orle´ans (1810-1842), duc de Chartres",740,Orientalism,
170760,Portrait of a Lady,740,Orientalism,
170769,Portrait of an Arab,740,Orientalism,
170841,Portrait of Charles Auguste de Beriot,740,Orientalism,
170850,Portrait of Colonel Auguste Frederic Bon Amour,740,Orientalism,
170940,Scene from the Russo-Turkish War,740,Orientalism,
206605,Self-Portrait in Rome,740,,53
170967,Shipwreck,740,Orientalism,60
170751,The Angel of Death,740,Orientalism,
170984,The Battle of Hanau,740,Orientalism,55
170991,The Battle of Jemappes,740,Orientalism,
170997,The Battle of Montmirail,740,Orientalism,
171003,The Battle of Valmy,740,Orientalism,
170859,The Death Angel,740,Orientalism,
170868,The Duc de Chartres Holding a Hoop,740,Orientalism,
30925,A Winter Scene,713,Baroque,47
30927,An Inn by a Frozen River,713,Baroque,47
26996,Above Eternal Peace,594,,
26998,After Rain Reach,594,,
27000,"Fresh Breeze, the Volga",594,,
27002,Golden Autumn,594,,
27004,Lake Russia,594,,
27006,Lilies,594,,
27008,March,594,,
27010,On Lake,594,,
27012,Quiet Abode,594,,
27014,Vesper Chores,594,,
7633,A Summer Day in Crimea,633,,
7635,American Shipping off the Rock of Gibraltar,633,,41
7637,Arrival of Peter the First to Neva,633,,34
7639,Barge at Sea Shore,633,,
7641,Battle in Hiosskiy Strait,633,,34
7643,Battle of Navarino,633,,41
7645,Battle of Steamer Vesta,633,,34
7647,Boat Ride by Kumkapi in Constantinople,633,,
7649,Brig Mercury After Victory,633,,
7651,Brig Mercury Being Attacked by Two Turkish Ships,633,,34
7653,Broad Landscape with Settlers,633,,
7655,Calm Early Evening Sea,633,,
7657,Capture of Messina,633,,34
7659,Carts in Steppe,633,,34
7661,Chernomorskiy Fleet in Feodosiya,633,,34
7663,Chesmenskiy Battle,633,,34
7665,Chumaks During the Rest,633,,34
7667,Coffee-House by the Ortakoy Mosque in Constantinople,633,,
7669,Constantinovich Brig Mercury After Victory Over Two Turkish Ships,633,,34
7671,Constantinovich Ship in the Stormy Sea,633,,34
7673,Constantinovich the Ninth Wave,633,,34
7675,Frozen Bosphorus Under Snow,633,,
7677,Goodbye,633,,
7679,Kerch,633,,34
7681,Landing Party of Raevskiy,633,,34
7683,Night at Gurzof,633,,
7685,Ox-carts in the Ukrainian Steppe,633,,
7687,Parade of Chernomorskiy Fleet,633,,34
7689,Rainbow,633,,34
7691,Russian Squadron,633,,34
7693,Sea Battle Near Navarino,633,,34
7695,Sea Battle Near Vyborg,633,,34
7697,Sea Coast,633,,
7701,"Sinopskiy Battle, Night",633,,
7699,Sinopskiy Battle,633,,34
7703,Storm Over the Black Sea,633,,
7705,Stormy Sea,633,,
7707,Sunset Over Yalta,633,,
7709,The Bay of Naples,633,,
7711,The Bay of Naples,633,,
7713,The Great Pyramid at Giza,633,,
7715,The Great Storm at Sea,633,,
7717,The Ninth Wave,633,,
7719,The Russian Squadron on the Sebastopol Roads,633,,41
7723,The Ship &quot;Maria&quot; in the Storm,633,,
7725,Vessels in a Swell at Sunset,633,,41
7727,View of Constantinople and the Bosphorus,633,,
7729,View of the Big Cascade in Petergof,633,,34
7731,Winter Landscape,633,,
184282,"A Summer Day, Merikiul",801,,
184289,At the Edge of a Birch Grove,801,,
184211,At the Edge of the Pine Forest,801,,
184218,Autumn,801,,
28915,Brook in Birch Forest,801,,
28917,Brook in Forest,801,,
28919,Expanse,801,,
184296,Forest Brook,801,,
184352,Forest Clearing,801,,
184225,Forest Clearing,801,,
184331,Forest Flowers,801,,
184303,Forest Landscape,801,,
184232,Forest Stream,801,,
184260,"Haystacks, Preobrazhenskoe",801,,
28921,In Oak Forest,801,,
184310,In the Woods,801,,
184239,Mast Pine Forest in Viatka Province,801,,
28923,Mast Tree Grove,801,,
184246,Merikyul Landscape,801,,
184253,River on the Edge of a Wood,801,,
184317,Rowan Trees in Autumn,801,,
28929,Rye,801,,
184324,Sandy Coastline,801,,
184363,Siverskaya,801,,
184338,Sukhostoi,801,,
184372,The Brook,801,,
184267,The Clearing,801,,
28931,The First Snow,801,,
184274,The Forest Clearing,801,,
28933,The Kama River Near Elabuga,801,,
123999,A Man Doing Accounts,762,Expressionism,
124059,For the Road,762,Expressionism,
124019,Giant-Reading,762,Expressionism,
124068,Glory to the Brave Singer,762,Expressionism,
124113,The Basin in Which Pilate Washed His Hands,762,Expressionism,
124077,The Cat Among the Stars,762,Expressionism,
124039,The Light of Towns,762,Expressionism,
124086,The Little One,762,Expressionism,
124095,The Princess of the Circus,762,Expressionism,
124104,The Western Ocean,762,Expressionism,
160815,Salome with the Head of John the Baptist,874,Renaissance,43
160825,Saul and the Witch of Endor,874,Renaissance,43
160532,The Crucifixion,874,Renaissance,43
188479,A Landscape with a Ruined Building,703,Baroque,
188484,A Landscape with a Ruined Castle and a Church,703,Baroque,
188489,A Panoramic View of Amsterdam Looking Towards-the-Ij,703,Baroque,
188494,A Ruined Castle Gateway,703,Baroque,
188499,A Waterfall at the Foot of a Hill Near a Village,703,Baroque,
188504,A Waterfall in a Rocky Landscape,703,Baroque,
160540,Bentheim Castle,703,Baroque,43
157804,Bridge with a Sluice,703,Baroque,55
207284,Landscape with a Church by a Torrent,703,Baroque,53
157814,Landscape with a Wheatfield,703,Baroque,55
160548,Landscape with Waterfall,703,Baroque,43
188509,Mountain Torrent,703,Baroque,
188514,The Great Oak,703,Baroque,
188519,The Shore at Egmond Aan Zee,703,Baroque,
160835,The Windmill at Wijk bij Duurstede,703,Baroque,43
188524,Three Watermills with Washerwomen,703,Baroque,
188529,Two Watermills and an Open Sluice at Singraven,703,Baroque,
157666,Two Watermills and an Open Sluice,703,Baroque,55
188534,Vessels in a Fresh Breeze,703,Baroque,
188539,View of Grainfields with a Distant Town,703,Baroque,
160965,"View of Haarlem from the Northwest, with the Bleaching Fields in the Foreground",703,Baroque,43
188544,View of the River Lek and Vianen,703,Baroque,
160556,Winter Landscape,703,Baroque,43
207279,Wooded and Hilly Landscape,703,Baroque,53
17303,A Bay Racehorse Held by a Trainer in an Extensive Landscape,771,Romanticism,
17305,A Dark Bay Hunter in an Extensive Landscape,771,Romanticism,
17307,A Grey Pony and a Black Charger in a Stable,771,Romanticism,
17309,"A Groom Mounted on a Chestnut Hunter, He Holds a Bay Hunter by the Reins",771,Romanticism,
17311,"A Groom with a String of Carthorses and a Dog, on a Country Road",771,Romanticism,
17313,A Hunting Dog,771,Romanticism,
17315,A Lady's Grey Hunter,771,Romanticism,
17317,"A Landscape with a Cart at a Ford, with Horses Watering",771,Romanticism,
17319,A Lion and a Lioness in a Rocky Valley,771,Romanticism,
17321,A Pointer in a Landscape,771,Romanticism,
17323,"A Rural Landscape with a Ploughman Resting with his Grey Horse, Cattle and Dog",771,Romanticism,
17325,"Dash, a Setter in a Wooded Landscape",771,Romanticism,
17327,Edinburgh and London Royal Mail,771,Romanticism,
17329,George Irving with his Black Hunter Beneath a Blasted Oak,771,Romanticism,
17331,Giraffes with Impala in a Landscape,771,Romanticism,
17333,Gray Horse in the Meadow,771,Romanticism,
17335,Group of Whelps Bred Between a Lion and a Tigress,771,Romanticism,
17337,Guanaco,771,Romanticism,
17339,Landing at Westminster Bridge,771,Romanticism,
17341,Lord Bingley's Hunter in a Wooded River Landscape,771,Romanticism,
17345,Madame Vieyres and Her Daughters,771,Romanticism,
17347,Nine Greyhounds in a Landscape,771,Romanticism,
17349,Old Smithfield Market,771,Romanticism,
17351,The Chalon Family in London,771,Romanticism,
17353,The Nubian Giraffe,771,Romanticism,
17355,The Wellesley Grey Arabian Led through the Desert,771,Romanticism,
17359,"Two Bengal Tigers in a Savannah Landscape, with a Man in a Tree",771,Romanticism,
17361,Two Horses and a Greyhound in a Landscape,771,Romanticism,
17363,Vicunas,771,Romanticism,
17365,Wellesley Grey Arabian Horse,771,Romanticism,
5521,Apelles Painting Campaspe in the Presence of Alexander the Great,720,Neo-Classicism,
5523,Bonaparte Crossing the Grand Saint-Bernard Pass,720,Neo-Classicism,
5525,Children of Niobe,720,Neo-Classicism,
5527,Count Potocki,720,Neo-Classicism,
5529,Cupid and Psyche,720,Neo-Classicism,53
5531,"General Etienne-Maurice Gerard, Marshal of France",720,Neo-Classicism,35
5533,Jacobus Blauw,720,Neo-Classicism,47
5535,Madame Recamier,720,Neo-Classicism,
5537,Mademoiselle Guimard as Terpsichore,720,Neo-Classicism,68
5539,Male Nude Known as Hector,720,Neo-Classicism,
5541,Male Nude Known as Patroclus,720,Neo-Classicism,
5543,Mars Disarmed By Venus,720,Neo-Classicism,
5545,Napoleon at the St. Bernard Pass (Napoleon Crossing the Alps),720,Neo-Classicism,
5547,Napoleon in His Study,720,Neo-Classicism,46
5549,Oath of the Horatii,720,Neo-Classicism,40
5551,Portrait de Marie-Josephine Buron,720,Neo-Classicism,68
5553,Portrait of a Young Woman in a Turban,720,Neo-Classicism,53
5555,Portrait of Anne-Marie-Louise Thelusson,720,Neo-Classicism,
5557,Portrait of Antoine-Laurent and Marie-Anne Lavoisier,720,Neo-Classicism,35
5559,Portrait of Cooper Penrose,720,Neo-Classicism,
5561,Portrait of Emilie Seriziat and Her Son,720,Neo-Classicism,40
5569,Portrait of Jean-Pierre Delahaye,720,Neo-Classicism,60
5571,Portrait of Madame Adelaide Pastoret,720,Neo-Classicism,68
5575,Portrait of Pope Pius VII and Cardinal Caprara,720,Neo-Classicism,67
5573,Portrait of Pope Pius VII,720,Neo-Classicism,40
5577,Portrait of Suzanne Le Peletier de Saint-Fargeau,720,Neo-Classicism,55
5579,Portrait of the Comtesse Vilain XIIII and Her Daughter,720,Neo-Classicism,47
5583,Portrait of the Sisters Zenaide and Charlotte Bonaparte,720,Neo-Classicism,55
5589,Self-Portrait,720,Neo-Classicism,40
5591,The Anger of Achilles,720,Neo-Classicism,
26476,La Mangeuse D'Huitres,502,Expressionism,
26478,Skeletons Fighting for the Body of a Hanged Man,502,Expressionism,
26480,The Intrigue,502,Expressionism,
123795,Autumn Landscape,753,,
123702,Cattle Along the Waterside,753,,
123804,Cows Watering,753,,
123711,Fording the Stream,753,,
123720,From Shifting Shade,753,,
123729,Gleneida Lake,753,,
123784,Godesberg,753,,
123738,Landscape with Road Along a Lake,753,,
123747,Livestock Near a River,753,,
123756,Loon Lake Morning,753,,
123765,Morning in New England,753,,53
123774,The Old Homestead,753,,
29157,"Arrangement in Flesh Colour and Black, Portrait of Theodore Duret",608,Impressionism,35
29159,"Composition in Black and Grey, the Artist's Mother",608,Impressionism,49
29161,"Harmony in Grey and Green, Miss Cicely Alexander",608,Impressionism,62
29165,Nocturne,608,Impressionism,
29167,"Nocturne, Blue and Gold-Southampton Water",608,Impressionism,68
29169,Nocturne in Rosa und Grau,608,Impressionism,
29163,Nocturne,608,Impressionism,67
29171,"Symphony in White No. 2, Little White Girl",608,Impressionism,62
29173,The Artist in His Studio,608,Impressionism,
29175,The Lady of the Lang Lijsen,608,Impressionism,67
29177,The Princess From the Land of Porcelain,608,Impressionism,35
184991,Captain John Ansley,726,American Art,
28247,George Washington,726,American Art,35
185002,George Washington,726,American Art,
28249,"Still Life, Balsam Apple and Vegetables",726,American Art,
185013,"Still Life Quinces, Apples and Grapes",726,American Art,
185023,"Still Life with Pears, Grapes and Autumn Leaves",726,American Art,
185033,"Vegetables, Still Life",726,American Art,
185043,View on the Brandywine,726,American Art,
21619,A Convalescent,556,Classicism,
21621,A Passing Storm,556,Classicism,
21623,An Interesting Story,556,Classicism,
21627,Bad News,556,Classicism,
21629,Boarding the Yacht,556,Classicism,
21631,By the Thames at Richmond,556,Classicism,
21633,"Clotilde Briatte, Comtesse Pillet-Will",556,Classicism,
169464,Colonel Frederick Gustavus Barnaby,556,Classicism,
21635,"Goodbye, On the Mersey",556,Classicism,
21637,Hide and Seek,556,Classicism,46
21639,Holiday (The Picnic),556,Classicism,62
21641,Hush!,556,Classicism,
21643,In Church,556,Classicism,
21645,In the Conservatory,556,Classicism,62
21651,Journey of the Magi,556,Classicism,
21655,Kathleen Newton at the Piano,556,Classicism,
21657,La Japonaise Au Bain,556,Classicism,
21661,London Visitors,556,Classicism,
21663,October,556,Classicism,
21667,"On the Thames, A Heron",556,Classicism,
21665,On the Thames,556,Classicism,
21671,"Portrait of Marquise de Miramon, Therese Feuillant",556,Classicism,55
21673,Portrait of Mrs. Catherine Smith Gill and Two of her Children,556,Classicism,
21675,Portrait of the Marquis and Marchioness of Miramon,556,Classicism,49
21681,Reading the News,556,Classicism,
21683,Room Overlooking the Harbour,556,Classicism,
202039,Seaside (Spring),556,Classicism,53
21687,Still On Top,556,Classicism,
21691,The Ball,556,Classicism,49
21719,The Bridesmaid,556,Classicism,
193705,Catharina Annette Fraser,642,,43
193714,"Dieuwke Fontein, Second Wife of Adriaan van der Hoop",642,,43
193723,"Dr. Cornelis Hendrik a Roy, Physician and Biographer",642,,43
193732,"Gijsbertus Johannes Rooyens, Professor of Theology and Church History at the University of Amsterdam",642,,43
193741,Girl Resting,642,,43
193777,Portrait of Alida Christina Assink,642,,43
193768,"Portrait of William II, King of the Netherlands",642,,43
193786,"Regents and Regentesses of the Lepers' Asylum, Amsterdam",642,,43
193759,"Rodolphe le Chevalier, Amsterdam Merchant and one of Three Founders of the Holland Railroad Company",642,,43
193750,Salome with the Head of John the Baptist,642,,43
25507,A Landscape with the Judgement of Paris,909,Baroque,47
25509,A Rocky Italian Landscape with Herdsmen and Muleteers,909,Baroque,47
25511,A Rocky Landscape with an Ox-cart,909,Baroque,47
25515,A View on the Tiber,909,Baroque,47
164373,Farmyard,909,Baroque,43
164473,Italian Landscape with a Draughtsman,909,Baroque,43
164458,Italian Landscape with a View of a Harbor,909,Baroque,43
164444,Italian Landscape with Ferry,909,Baroque,43
164434,Italian Landscape with the Ponte Molle,909,Baroque,43
25517,Landscape with a Draftsman,909,Baroque,60
25519,Men with an Ox and Cattle by a Pool,909,Baroque,47
25521,Peasants with Mules and Oxen,909,Baroque,47
164837,Street Scene Placed Among Roman Ruins,909,Baroque,43
157690,The Entry of the Animals into Noah's Ark,675,Renaissance,55
189760,The Garden of Eden with the Fall of Man,675,Renaissance,55
157984,The Sermon on the Mount,675,Renaissance,55
189764,View of the City on a River,675,Renaissance,55
191970,A Young Man and Woman Making Music,818,Baroque,47
191992,Allegory of Vanity,818,Baroque,47
192001,Artist in His Studio,818,Baroque,47
192073,Painter in His Studio,818,Baroque,67
192010,"The Five Senses, Hearing",818,Baroque,
192019,"The Five Senses, Sight",818,Baroque,
192028,"The Five Senses, Smell",818,Baroque,
192037,"The Five Senses, Taste",818,Baroque,
192046,"The Five Senses, Touch",818,Baroque,
192055,Three Children Drinking and Making Mischief,818,Baroque,
192064,Two Boys and a Girl Making Music,818,Baroque,67
28307,A Fishing Boat in Rough Sea Off a Rocky Shore,861,,41
28301,Dutch Ships in a Gale,861,,41
28309,Fishermen on Shore Hauling in Their Nets,861,,41
28311,Mussel Fishing,861,,41
28303,Mussel Fishing,861,,41
28305,Vessels in a Moderate Breeze,861,,60
150379,A Beauty in an Interior,860,Classicism,
150390,A Compelling Portrait,860,Classicism,
150401,A Song Sweetly Sung,860,Classicism,
150500,A Young Beauty,860,Classicism,
150412,A Young Gypsy,860,Classicism,
150423,An Alluring Glance,860,Classicism,
150509,An Eastern European Beauty,860,Classicism,
150434,An Elegant Gypsy,860,Classicism,
150445,Feeding the Birds,860,Classicism,
150456,Girl with Mantilla,860,Classicism,
150467,Portrait of a Lady,860,Classicism,
150478,The Little Soldier,860,Classicism,
150518,The Love Letter,860,Classicism,
150489,Young Lady Wearing a Middle Eastern Costume,860,Classicism,
188657,A Man Blowing Smoke at Drunken Woman,812,Baroque,43
188661,A Peasant Family at Meal Time Grace Before Meat,812,Baroque,43
188665,A Pedlar Selling Spectacles Outside a Cottage,812,Baroque,43
188669,A Young Woman Playing a Harpsichord to a Young Man,812,Baroque,43
188563,"Adolf and Catharina Croeser, The Burgomaster of Delft and His Daughter",812,Baroque,43
188673,An Interior with a Man Offering an Oyster to a Woman,812,Baroque,43
157834,Bathsheba After the Bath,812,Baroque,55
188568,Children Teaching a Cat to Dance,812,Baroque,43
188573,Family Scene,812,Baroque,43
188578,Interior with a Woman Feeding a Parrot,812,Baroque,43
188583,Man with a Fiddle in Bad Company,812,Baroque,43
188588,Prince’s Day,812,Baroque,43
200225,Samson and Delilah,812,Baroque,60
188648,Self-Portrait,812,Baroque,43
188593,Supper at Emmaus,812,Baroque,43
188598,The Adoration of the Shepherds,812,Baroque,43
188603,"The Baker Arent Oostwaard and His Wife, Catharina Keizerswaard",812,Baroque,43
188608,The Bowlers,812,Baroque,43
157852,The Drawing Lesson,812,Baroque,55
188613,The Drunken Couple,812,Baroque,43
188552,The Effects of Intemperance,812,Baroque,
188618,The Feast of St. Nicholas,812,Baroque,43
188623,The Merry Family,812,Baroque,43
188628,The Merry Homecoming,812,Baroque,43
188653,The Quack,812,Baroque,43
188633,The Sick Woman,812,Baroque,43
188558,Two Men and a Young Woman Making Music on a Terrace,812,Baroque,43
188638,Woman at Her Toilet,812,Baroque,43
188643,Woman Scouring Metalware,812,Baroque,43
145864,A Landscape with Trees,917,Symbolism,
145701,A Portrait of Nora Leeuwenberg,917,Symbolism,
145719,Brook in Waterland,917,Symbolism,
145873,Diggin Farmer,917,Symbolism,
145730,Dunes and Sea in Zoutelande,917,Symbolism,
145882,Faith and Reward,917,Symbolism,
145741,Fatalism,917,Symbolism,
145752,Girls from Zealand,917,Symbolism,
145820,La Demande en Marriage,917,Symbolism,
145763,"Novemberzon, 1888",917,Symbolism,
145831,Prof. Otto Lanz,917,Symbolism,
145774,Summer in English Landscape,917,Symbolism,
145785,The Connoisseur of Prints,917,Symbolism,
145891,The New Generation,917,Symbolism,
145796,The Schelde Near Veere,917,Symbolism,
145710,The Three Brides,917,Symbolism,
145842,Three Women in Profile with a Streetscene in the Background,917,Symbolism,
145853,Trio Fleuri,917,Symbolism,
145807,Vloed,917,Symbolism,
29536,A Young Man Holding a Ring,795,Renaissance,47
29538,Man in a Turban,795,Renaissance,47
29540,Marco Barbarigo,795,Renaissance,47
29542,"Margaret, the Artist's Wife",795,Renaissance,47
204898,Portrait of a Man,795,Renaissance,53
29546,Portrait of a Man with a Blue Chaperon,795,Renaissance,47
29548,Portrait of a Man with Carnation,795,Renaissance,
29550,Portrait of Cardinal Niccolo Albergati,795,Renaissance,
29554,The Arnolfini Marriage,795,Renaissance,47
189419,A Cottage on a Heath,728,Baroque,
189426,A River Landscape,728,Baroque,
189431,A River Scene with a Hut on an Island,728,Baroque,
189436,A River Scene with Fishermen Laying a Net,728,Baroque,
189441,A Scene on the Ice near Dordrecht,728,Baroque,
189446,A Windmill by a River,728,Baroque,
189451,An Estuary with Fishing Boats and Two Frigates,728,Baroque,
189456,River View with a Village Church,728,Baroque,
189461,Sailing Vessels on a River in a Breeze,728,Baroque,
189466,The Mouth of an Estuary with a Gateway,728,Baroque,
189471,The Pelkus Gate near Ultrecht,728,Baroque,
198649,The Square Watch-Tower,728,Baroque,51
199164,View of Arnhem,728,Baroque,60
189476,View of Dordrecht,728,Baroque,60
158032,View of Duurstede Castle at Wijk bij Duurstede,728,Baroque,55
156518,Arcadian Landscape with a Ceremonial Sacrifice,814,Baroque,43
156526,Arcadian Landscape with Fishermen,814,Baroque,43
154883,Fruit Piece,814,Baroque,55
156550,Still Life with Flowers,814,Baroque,43
156534,Still Life with Flowers and Fruit,814,Baroque,43
156542,Still Life with Flowers and Fruit,814,Baroque,43
156558,Still Life with Fruit,814,Baroque,43
154855,Vase of Flowers,814,Baroque,55
154869,Vase of Flowers,814,Baroque,55
194014,A Man with a Pansy and a Skull,894,Renaissance,43
194030,Landscape with Bathsheba,894,Renaissance,43
194051,Mary Magdalene,894,Renaissance,43
193987,Portrait of Cornelis Aerentsz van der Dussen,894,Renaissance,43
193969,Portrait of Joris Van Egmond,894,Renaissance,43
193998,Portrait of Reinoud III of Brederode,894,Renaissance,43
194043,Solomon and the Queen of Sheba,894,Renaissance,43
194022,The Baptism of Christ,894,Renaissance,43
193980,The Dying Cleopatra,894,Renaissance,43
1362,A Lady and Two Gentlemen,574,Baroque,
1364,A Lady Writing a Letter,574,Baroque,46
