work_id,size_id,sale_price,regular_price
146928,2632,285,495
146928,2936,335,595
146928,3040,365,655
146928,3648,455,835
146928,4860,635,1195
146928,5468,765,1455
146939,1620,195,315
146939,2024,225,375
146939,2430,265,455
146939,2632,285,495
146939,2936,335,595
146939,3040,365,655
146939,3648,455,835
146939,4860,635,1195
146939,5468,765,1455
147368,2416,225,355
147368,3020,265,435
147368,3624,305,515
147368,4630,395,695
147368,5436,505,915
147368,6040,575,1055
147368,7248,735,1375
146917,1620,195,315
146917,2024,225,375
146917,2430,265,455
146917,2632,285,495
146917,2936,335,595
146917,3040,365,655
146917,3648,455,835
146917,4860,635,1195
146917,5468,765,1455
146025,2016,205,315
146025,2420,235,375
146025,3024,275,455
146025,3226,295,495
146025,3629,345,595
146025,4030,375,655
146025,4836,465,835
146025,6048,645,1195
146025,6854,775,1455
147359,2416,225,355
147359,3020,265,435
147359,3624,305,515
147359,4630,395,695
147359,5436,505,915
147359,6040,575,1055
147359,7248,735,1375
147566,2020,245,405
147566,2424,265,445
147566,3030,335,585
147566,3636,395,705
147566,4040,455,825
147566,4848,565,1045
147566,6060,775,1465
146036,2016,205,315
146036,2420,235,375
146036,3024,275,455
146036,3226,295,495
146036,3629,345,595
146036,4030,375,655
146036,4836,465,835
146036,6048,645,1195
146036,6854,775,1455
142554,3226,295,495
142554,3629,345,595
142554,4030,375,655
142554,4836,465,835
142554,6048,645,1195
143765,1620,195,315
143765,2024,225,375
143765,2430,265,455
143765,2632,285,495
143765,2936,335,595
143765,3040,365,655
143765,3648,455,835
143765,4860,635,1195
143765,5468,765,1455
143395,2416,225,355
143395,3020,265,435
143395,3624,305,515
143395,4630,395,695
143395,5436,505,915
143395,6040,575,1055
143395,7248,735,1375
143404,3624,305,515
143404,4630,395,695
143404,5136.5,505,915
143404,6040,575,1055
142565,2016,205,315
142565,2420,235,375
142565,3024,275,455
142565,3226,295,495
142565,3629,345,595
142565,4030,375,655
142565,4836,465,835
142565,6048,645,1195
142565,6854,775,1455
143776,1620,195,315
143776,2024,225,375
143776,2430,265,455
143776,2632,285,495
143776,2936,335,595
143776,3040,365,655
143776,3648,455,835
143776,4860,635,1195
143776,5468,765,1455
142576,2016,205,315
142576,2420,235,375
142576,3024,275,455
142576,3226,295,495
142576,3629,345,595
142576,4030,375,655
142576,4836,465,835
142576,6048,645,1195
142576,6854,775,1455
144490,1624,215,355
144490,2030,255,435
144490,2436,295,515
144490,3046,385,695
144490,3654,495,915
144490,4060,565,1055
144490,4872,725,1375
142587,2016,205,315
142587,2420,235,375
142587,3024,275,455
142587,3226,295,495
142587,3629,345,595
142587,4030,375,655
142587,4836,465,835
142587,6048,645,1195
142587,6854,775,1455
142598,2016,205,315
142598,2420,235,375
142598,3024,275,455
142598,3226,295,495
142598,3629,345,595
142598,4030,375,655
142598,4836,465,835
142598,6048,645,1195
142598,6854,775,1455
144499,1624,215,355
144499,2030,255,435
144499,2436,295,515
144499,3046,385,695
144499,3654,495,915
144499,4060,565,1055
144499,4872,725,1375
142609,3226,295,495
142609,"#VALUE!",275,455
142609,3629,345,595
142609,4030,375,655
142609,4836,465,835
142620,2016,205,315
142620,2420,235,375
142620,3024,275,455
142620,3226,295,495
142620,3629,345,595
142620,4030,375,655
142620,4836,465,835
142620,6048,645,1195
142620,6854,775,1455
143413,2416,225,355
143413,3020,265,435
143413,3624,305,515
143413,4630,395,695
143413,5436,505,915
143413,6040,575,1055
143413,7248,735,1375
143422,3020,265,435
143422,"#VALUE!",305,515
143422,4630,395,695
143422,5436,505,915
143422,6040,575,1055
142631,2016,205,315
142631,2420,235,375
142631,3024,275,455
142631,3226,295,495
142631,3629,345,595
142631,4030,375,655
142631,4836,465,835
142631,6048,645,1195
142631,6854,775,1455
142642,2016,205,315
142642,2420,235,375
142642,3024,275,455
142642,3226,295,495
142642,3629,345,595
142642,4030,375,655
142642,4836,465,835
142642,6048,645,1195
142642,6854,775,1455
142653,2016,205,315
142653,2420,235,375
142653,3024,275,455
142653,3226,295,495
142653,3629,345,595
142653,4030,375,655
142653,4836,465,835
142653,6048,645,1195
142653,6854,775,1455
143431,2416,225,355
143431,3020,265,435
143431,3624,305,515
143431,4630,395,695
143431,5436,505,915
143431,6040,575,1055
143431,7248,735,1375
142664,2016,205,315
142664,2420,235,375
142664,3024,275,455
142664,3226,295,495
142664,3629,345,595
142664,4030,375,655
142664,4836,465,835
142664,6048,645,1195
142664,6854,775,1455
143798,1620,195,315
143798,2024,225,375
143798,2430,265,455
143798,2632,285,495
143798,2936,335,595
143798,3040,365,655
143798,3648,455,835
143798,4860,635,1195
143798,5468,765,1455
143809,1620,195,315
143809,2024,225,375
143809,2430,265,455
143809,2632,285,495
143809,2936,335,595
143809,3040,365,655
143809,3648,455,835
143809,4860,635,1195
143809,5468,765,1455
143829,1620,195,315
143829,2024,225,375
143829,2430,265,455
143829,2632,285,495
143829,2936,335,595
143829,3040,365,655
143829,3648,455,835
143829,4860,635,1195
143829,5468,765,1455
143840,1620,195,315
143840,2024,225,375
143840,2430,265,455
143840,2632,285,495
143840,2936,335,595
143840,3040,365,655
143840,3648,455,835
143840,4860,635,1195
143840,5468,765,1455
143440,2416,225,355
143440,3020,265,435
143440,3624,305,515
143440,4630,395,695
143440,5436,505,915
143440,6040,575,1055
143440,7248,735,1375
142675,2016,205,315
142675,2420,235,375
142675,3024,275,455
142675,3226,295,495
142675,3629,345,595
142675,4030,375,655
142675,4836,465,835
142675,6048,645,1195
142675,6854,775,1455
143851,1620,195,315
143851,2024,225,375
143851,2430,265,455
143851,2632,285,495
143851,2936,335,595
143851,3040,365,655
143851,3648,455,835
143851,4860,635,1195
143851,5468,765,1455
142686,2016,205,315
142686,2420,235,375
142686,3024,275,455
142686,3226,295,495
142686,3629,345,595
142686,4030,375,655
142686,4836,465,835
142686,6048,645,1195
142686,6854,775,1455
142697,2016,205,315
142697,2420,235,375
142697,3024,275,455
142697,3226,295,495
142697,3629,345,595
142697,4030,375,655
142697,4836,465,835
142697,6048,645,1195
142697,6854,775,1455
144508,1624,215,355
144508,2030,255,435
144508,2436,295,515
144508,3046,385,695
144508,3654,495,915
144508,4060,565,1055
144508,4872,725,1375
132733,2416,215,355
132733,3020,255,435
132733,3624,295,515
132733,4630,385,695
132733,5436,495,915
132733,6040,565,1055
132733,7248,725,1375
132832,1620,195,315
132832,2024,225,375
132832,2430,265,455
132832,2632,285,495
132832,2936,335,595
132832,3040,365,655
132832,3648,455,835
132832,4860,635,1195
132832,5468,765,1455
132508,30,95,95
132508,24,85,85
132508,2016,195,315
132508,2420,225,375
132508,3024,265,455
132508,3226,285,495
132508,3629,335,595
132508,4030,365,655
132508,4836,455,835
132508,6048,635,1195
132508,6854,765,1455
132843,1620,195,315
132843,2024,225,375
132843,2430,265,455
132843,2632,285,495
132843,2936,335,595
132843,3040,365,655
132843,3648,455,835
132843,4860,635,1195
132843,5468,765,1455
132751,30,95,95
132751,24,85,85
132751,2416,215,355
132751,3020,255,435
132751,3624,295,515
132751,4630,385,695
132751,5436,495,915
132751,6040,565,1055
132751,7248,725,1375
132398,30,95,95
132398,24,85,85
132398,2016,195,315
132398,2420,225,375
132398,3024,265,455
132398,3226,285,495
132398,3629,335,595
132398,4030,365,655
132398,4836,455,835
132398,6048,635,1195
132398,6854,765,1455
132299,2016,195,315
132299,2420,225,375
132299,3024,265,455
132299,3226,285,495
132299,3629,335,595
132299,4030,365,655
132299,4836,455,835
132299,6048,635,1195
132299,6854,765,1455
132876,1620,195,315
132876,2024,225,375
132876,2430,265,455
132876,2632,285,495
132876,2936,335,595
132876,3040,365,655
132876,3648,455,835
132876,4860,635,1195
132876,5468,765,1455
132310,2016,195,315
132310,2420,225,375
132310,3024,265,455
132310,3226,285,495
132310,3629,335,595
132310,4030,365,655
132310,4836,455,835
132310,6048,635,1195
132310,6854,765,1455
207987,2016,195,315
207987,2420,225,375
207987,3024,265,455
207987,3226,285,495
207987,3629,335,595
207987,4030,365,655
207987,4836,455,835
207987,6048,635,1195
207987,6854,765,1455
132854,1620,195,315
132854,2024,225,375
132854,2430,265,455
132854,2632,285,495
132854,2936,335,595
132854,3040,365,655
132854,3648,455,835
132854,4860,635,1195
132854,5468,765,1455
132706,1624,215,355
132706,2030,255,435
132706,2436,295,515
132706,3046,385,695
132706,3654,495,915
132706,4060,565,1055
132706,4872,725,1375
132865,1620,195,315
132865,2024,225,375
132865,2430,265,455
132865,2632,285,495
132865,2936,335,595
132865,3040,365,655
132865,3648,455,835
132865,4860,635,1195
132865,5468,765,1455
132742,2416,215,355
132742,3020,255,435
132742,3624,295,515
132742,4630,385,695
132742,5436,495,915
132742,6040,565,1055
132742,7248,725,1375
132321,30,95,95
132321,24,85,85
132321,3024,265,455
132321,3226,285,495
132321,3629,335,595
132321,4030,365,655
132321,4836,455,835
132321,6048,635,1195
132321,6854,765,1455
132898,1620,195,315
132898,2024,225,375
132898,2430,265,455
132898,2632,285,495
132898,2936,335,595
132898,3040,365,655
132898,3648,455,835
132898,4860,635,1195
132898,5468,765,1455
132909,1620,195,315
132909,2024,225,375
132909,2430,265,455
132909,2632,285,495
132909,2936,335,595
132909,3040,365,655
132909,3648,455,835
132909,4860,635,1195
132909,5468,765,1455
132365,2016,195,315
132365,2420,225,375
132365,3024,265,455
132365,3226,285,495
132365,3629,335,595
132365,4030,365,655
132365,4836,455,835
132365,6048,635,1195
132365,6854,765,1455
132920,1620,195,315
132920,2024,225,375
132920,2430,265,455
132920,2632,285,495
132920,2936,335,595
132920,3040,365,655
132920,3648,455,835
132920,4860,635,1195
132920,5468,765,1455
132931,1620,195,315
132931,2024,225,375
132931,2430,265,455
132931,2632,285,495
132931,2936,335,595
132931,3040,365,655
132931,3648,455,835
132931,4860,635,1195
132931,5468,765,1455
132376,2016,195,315
132376,2420,225,375
132376,3024,265,455
132376,3226,285,495
132376,3629,335,595
132376,4030,365,655
132376,4836,455,835
132376,6048,635,1195
132376,6854,765,1455
132387,2016,195,315
132387,2420,225,375
132387,3024,265,455
132387,3226,285,495
132387,3629,335,595
132387,4030,365,655
132387,4836,455,835
132387,6048,635,1195
132387,6854,765,1455
208052,30,95,95
208052,24,85,85
208052,2436,295,515
208052,3654,495,915
208052,"#VALUE!",405,695
132942,1620,195,315
132942,2024,225,375
132942,2430,265,455
132942,2632,285,495
132942,2936,335,595
132942,3040,365,655
132942,3648,455,835
132942,4860,635,1195
132942,5468,765,1455
132409,2016,195,315
132409,2420,225,375
132409,3024,265,455
132409,3226,285,495
132409,3629,335,595
132409,4030,365,655
132409,4836,455,835
132409,6048,635,1195
132409,6854,765,1455
132420,2016,195,315
132420,2420,225,375
132420,3024,265,455
132420,3226,285,495
132420,3629,335,595
132420,4030,365,655
132420,4836,455,835
132420,6048,635,1195
132420,6854,765,1455
132953,1620,195,315
132953,2024,225,375
132953,2430,265,455
132953,2632,285,495
132953,2936,335,595
132953,3040,365,655
132953,3648,455,835
132953,4860,635,1195
132953,5468,765,1455
208020,3024,265,455
208020,3629,335,595
208020,3226,285,495
208020,4030,365,655
208020,4836,455,835
132431,2016,195,315
132431,2420,225,375
132431,3024,265,455
132431,3226,285,495
132431,3629,335,595
132431,4030,365,655
132431,4836,455,835
132431,6048,635,1195
132431,6854,765,1455
132769,2416,215,355
132769,3020,255,435
132769,3624,295,515
132769,4630,385,695
132769,5436,495,915
132769,6040,565,1055
132769,7248,725,1375
20582,2430,265,445
20582,2632,285,485
20582,2936,335,585
20582,3040,365,645
20582,3648,455,825
20582,4860,635,1185
20582,5468,765,1445
20584,24,85,85
20584,30,95,95
20584,3020,255,425
20584,3624,295,505
20584,4630,385,685
20584,5436,495,905
20584,6040,565,1045
20586,1624,215,345
20586,2030,255,425
20586,2436,295,505
20586,3046,385,685
20586,3654,495,905
20586,4060,565,1045
20586,4872,725,1365
195489,30,95,95
195489,24,85,85
195489,20,75,75
195489,1624,215,345
195489,2030,255,425
195489,2436,295,505
195489,3046,385,685
195489,3654,495,905
195489,4060,565,1045
20590,1620,195,305
20590,2024,225,365
20590,2430,265,445
20590,2632,285,485
20590,2936,335,585
20590,3040,365,645
20590,3648,455,825
20590,4860,635,1185
20592,1624,215,345
20592,2030,255,425
20592,2436,295,505
20592,3046,385,685
20592,3654,495,905
20592,4060,565,1045
195477,30,95,95
195477,24,85,85
195477,20,75,75
195477,1620,195,305
195477,2024,225,365
195477,2430,265,445
195477,2632,285,485
195477,2936,335,585
195477,3040,365,645
195477,3648,455,825
20588,1620,195,305
20588,2024,225,365
20588,2430,265,445
20588,2632,285,485
20588,2936,335,585
20588,3040,365,645
20588,3648,455,825
20594,1620,195,305
20594,2024,225,365
20594,2430,265,445
20594,2632,285,485
20594,2936,335,585
20594,3040,365,645
20594,3648,455,825
20594,4860,635,1185
20594,5468,765,1445
20596,3024,265,445
20596,3226,285,485
20596,3629,335,585
20596,4030,365,645
20596,4836,455,825
20596,6048,635,1185
20596,6854,765,1445
20598,2430,265,425
20598,2632,285,475
20598,2936,335,545
20598,3040,365,655
20598,3648,455,775
20598,4860,635,1185
20598,5468,765,1445
20600,2424,245,405
20600,3030,315,545
20600,3636,375,665
20600,4040,435,785
20600,4848,545,1005
20600,6060,755,1425
20602,40,145,145
20602,36,125,125
20602,30,95,95
20602,2424,245,405
20602,3030,315,545
20602,3636,375,665
20602,4040,435,785
20602,4848,545,1005
20602,6060,755,1425
20604,2430,265,445
20604,2632,285,485
20604,2936,335,585
20604,3040,365,645
20604,3648,455,825
20604,4860,635,1185
20604,5468,765,1445
20606,2430,265,445
20606,2632,285,485
20606,2936,335,585
20606,3040,365,645
20606,3648,455,825
20606,4860,635,1185
20606,5468,765,1445
20608,2030,255,425
20608,2436,295,505
20608,3046,385,685
20608,3654,495,905
20608,4060,565,1045
20608,4872,725,1365
20610,3024,265,445
20610,3226,285,485
20610,3629,335,585
20610,4030,365,645
20610,4836,455,825
20610,6048,635,1185
20610,6854,765,1445
195559,30,95,95
195559,24,85,85
195559,3024,265,445
195559,3226,285,485
195559,3629,335,585
195559,4030,365,645
195559,4836,455,825
195559,6048,635,1185
195559,6854,765,1445
195570,30,95,95
195570,24,85,85
195570,3024,265,445
195570,3226,285,485
195570,3629,335,585
195570,4030,365,645
195570,4836,455,825
195570,6048,635,1185
195570,6854,765,1445
20612,2430,265,445
20612,2632,285,485
20612,2936,335,585
20612,3040,365,645
20612,3648,455,825
20612,4860,635,1185
20612,5468,765,1445
20614,3020,255,425
20614,3624,295,505
20614,4630,385,685
20614,5436,495,905
20614,6040,565,1045
20614,7248,725,1365
20616,3024,265,445
20616,3226,285,485
20616,3629,335,585
20616,4030,365,645
20616,4836,455,825
20616,6048,635,1185
20616,6854,765,1445
20618,3020,255,425
20618,3624,295,505
20618,4630,385,685
20618,5436,495,905
20618,6040,565,1045
20618,7248,725,1365
20620,2030,255,425
20620,2436,295,505
20620,3046,385,685
20620,3654,495,905
20620,4060,565,1045
20620,4872,725,1365
20622,3024,265,445
20622,3226,285,485
20622,3629,335,585
20622,4030,365,645
20622,4836,455,825
20622,6048,635,1185
20622,6854,765,1445
20624,3024,265,445
20624,3226,285,485
20624,3629,335,585
20624,4030,365,645
20624,4836,455,825
20624,6048,635,1185
20624,6854,765,1445
195513,30,95,95
195513,24,85,85
195513,2430,265,445
195513,2632,285,485
195513,2936,335,585
195513,3040,365,645
195513,3648,455,825
195513,4860,635,1185
195513,5468,765,1445
20626,2430,265,445
20626,2632,285,485
20626,2936,335,585
20626,3040,365,645
20626,3648,455,825
20626,4860,635,1185
20626,5468,765,1445
20628,3024,265,445
20628,3226,285,485
20628,3629,335,585
20628,4030,365,645
20628,4836,455,825
20628,6048,635,1185
20628,6854,765,1445
20630,3024,265,445
20630,3226,285,485
20630,3629,335,585
20630,4030,365,645
20630,4836,455,825
20630,6048,635,1185
20630,6854,765,1445
145298,2416,215,355
145298,3020,255,435
145298,3624,295,515
145298,4630,385,695
145298,5436,495,915
145298,6040,565,1055
145298,7248,725,1375
145307,2416,215,355
145307,3020,255,435
145307,3624,295,515
145307,4630,385,695
145307,5436,495,915
145307,6040,565,1055
145307,7248,725,1375
144693,2016,195,315
144693,2420,225,375
144693,3024,265,455
144693,3226,285,495
144693,3629,335,595
144693,4030,365,655
144693,4836,455,835
144693,6048,635,1195
144693,6854,765,1455
144704,2016,195,315
144704,2420,225,375
144704,3024,265,455
144704,3226,285,495
144704,3629,335,595
144704,4030,365,655
144704,4836,455,835
144704,6048,635,1195
144704,6854,765,1455
145316,2416,215,355
145316,3020,255,435
145316,3624,295,515
145316,4630,385,695
145316,5436,495,915
145316,6040,565,1055
145316,7248,725,1375
144715,2016,195,315
144715,2420,225,375
144715,3024,265,455
144715,3226,285,495
144715,3629,335,595
144715,4030,365,655
144715,4836,455,835
144715,6048,635,1195
144715,6854,765,1455
145496,1620,195,315
145496,2024,225,375
145496,2430,265,455
145496,2632,285,495
145496,2936,335,595
145496,3040,365,655
145496,3648,455,835
145496,4860,635,1195
145496,5468,765,1455
144726,2016,195,315
144726,2420,225,375
144726,3024,265,455
144726,3226,285,495
144726,3629,335,595
144726,4030,365,655
144726,4836,455,835
144726,6048,635,1195
144726,6854,765,1455
145325,2416,215,355
145325,3020,255,435
145325,3624,295,515
145325,4630,385,695
145325,5436,495,915
145325,6040,565,1055
145325,7248,725,1375
145507,1620,195,315
145507,2024,225,375
145507,2430,265,455
145507,2632,285,495
145507,2936,335,595
145507,3040,365,655
145507,3648,455,835
145507,4860,635,1195
145507,5468,765,1455
145334,2416,215,355
145334,3020,255,435
145334,3624,295,515
145334,4630,385,695
145334,5436,495,915
145334,6040,565,1055
145334,7248,725,1375
144737,2016,195,315
144737,2420,225,375
144737,3024,265,455
144737,3226,285,495
144737,3629,335,595
144737,4030,365,655
144737,4836,455,835
144737,6048,635,1195
144737,6854,765,1455
144748,2016,195,315
144748,2420,225,375
144748,3024,265,455
144748,3226,285,495
144748,3629,335,595
144748,4030,365,655
144748,4836,455,835
144748,6048,635,1195
144748,6854,765,1455
144759,2016,195,315
144759,2420,225,375
144759,3024,265,455
144759,3226,285,495
144759,3629,335,595
144759,4030,365,655
144759,4836,455,835
144759,6048,635,1195
144759,6854,765,1455
145343,2416,215,355
145343,3020,255,435
145343,3624,295,515
145343,4630,385,695
145343,5436,495,915
145343,6040,565,1055
145343,7248,725,1375
144770,2016,195,315
144770,2420,225,375
144770,3024,265,455
144770,3226,285,495
144770,3629,335,595
144770,4030,365,655
144770,4836,455,835
144770,6048,635,1195
144770,6854,765,1455
145518,1620,195,315
145518,2024,225,375
145518,2430,265,455
145518,2632,285,495
145518,2936,335,595
145518,3040,365,655
145518,3648,455,835
145518,4860,635,1195
145518,5468,765,1455
144781,2016,195,315
144781,2420,225,375
144781,3024,265,455
144781,3226,285,495
144781,3629,335,595
144781,4030,365,655
144781,4836,455,835
144781,6048,635,1195
144781,6854,765,1455
145529,1620,195,315
145529,2024,225,375
145529,2430,265,455
145529,2632,285,495
145529,2936,335,595
145529,3040,365,655
145529,3648,455,835
145529,4860,635,1195
145529,5468,765,1455
145352,2416,215,355
145352,3020,255,435
145352,3624,295,515
145352,4630,385,695
145352,5436,495,915
145352,6040,565,1055
145352,7248,725,1375
145540,1620,195,315
145540,2024,225,375
145540,2430,265,455
145540,2632,285,495
145540,2936,335,595
145540,3040,365,655
145540,3648,455,835
145540,4860,635,1195
145540,5468,765,1455
144792,2016,195,315
144792,2420,225,375
144792,3024,265,455
144792,3226,285,495
144792,3629,335,595
144792,4030,365,655
144792,4836,455,835
144792,6048,635,1195
144792,6854,765,1455
145361,2416,215,355
145361,3020,255,435
145361,3624,295,515
145361,4630,385,695
145361,5436,495,915
145361,6040,565,1055
145361,7248,725,1375
144803,2016,195,315
144803,2420,225,375
144803,3024,265,455
144803,3226,285,495
144803,3629,335,595
144803,4030,365,655
144803,4836,455,835
144803,6048,635,1195
144803,6854,765,1455
145562,1620,195,315
145562,2024,225,375
145562,2430,265,455
145562,2632,285,495
145562,2936,335,595
145562,3040,365,655
145562,3648,455,835
145562,4860,635,1195
145562,5468,765,1455
145551,1620,195,315
145551,2024,225,375
145551,2430,265,455
145551,2632,285,495
145551,2936,335,595
145551,3040,365,655
145551,3648,455,835
145551,4860,635,1195
145551,5468,765,1455
144814,2016,195,315
144814,2420,225,375
144814,3024,265,455
144814,3226,285,495
144814,3629,335,595
144814,4030,365,655
144814,4836,455,835
144814,6048,635,1195
144814,6854,765,1455
144825,2016,195,315
144825,2420,225,375
144825,3024,265,455
144825,3226,285,495
144825,3629,335,595
144825,4030,365,655
144825,4836,455,835
144825,6048,635,1195
144825,6854,765,1455
145370,2416,215,355
145370,3020,255,435
145370,3624,295,515
145370,4630,385,695
145370,5436,495,915
145370,6040,565,1055
145370,7248,725,1375
145573,1620,195,315
145573,2024,225,375
145573,2430,265,455
145573,2632,285,495
145573,2936,335,595
145573,3040,365,655
145573,3648,455,835
145573,4860,635,1195
145573,5468,765,1455
170904,3024,305,495
170904,3226,325,535
170904,3629,375,635
170904,4030,405,695
170904,4836,495,875
170904,6048,675,1235
170904,6854,805,1495
170778,2632,305,535
170778,2936,355,635
170778,3040,385,695
170778,3648,475,875
170778,4860,655,1235
170778,5468,785,1495
170787,2632,305,535
170787,2936,355,635
170787,3040,385,695
170787,3648,475,875
170787,4860,655,1235
170787,5468,785,1495
206617,30,95,95
206617,24,85,85
206617,2936,385,635
206617,3040,415,695
206617,3648,505,875
206617,4860,685,1235
206617,5468,815,1495
170913,3629,375,635
170913,4030,405,695
170913,4836,495,875
170913,6048,675,1235
170913,6854,805,1495
170922,3024,305,495
170922,3226,325,535
170922,3629,375,635
170922,4030,405,695
170922,4836,495,875
170922,6048,675,1235
170922,6854,805,1495
170796,2632,305,535
170796,2936,355,635
170796,3040,385,695
170796,3648,475,875
170796,4860,655,1235
170796,5468,785,1495
170805,2632,305,535
170805,2936,355,635
170805,3040,385,695
170805,3648,475,875
170805,4860,655,1235
170805,5468,785,1495
170709,30,95,95
170709,24,85,85
170709,5439.4,585,975
170709,3624,365,555
170709,4630,455,735
170709,5436,565,955
170709,6040,635,1095
170709,7248,795,1415
170958,3226,325,535
170958,3629,375,635
170958,4030,405,695
170958,4836,495,875
170958,6048,675,1235
170958,6854,805,1495
170814,2632,305,535
170814,2936,355,635
170814,3040,385,695
170814,3648,475,875
170814,4860,655,1235
170814,5468,785,1495
170823,2430,285,495
170823,2632,305,535
170823,2936,355,635
170823,3040,385,695
170823,3648,475,875
170823,4860,655,1235
170823,5468,785,1495
170931,3226,325,535
170931,3629,375,635
170931,4030,405,695
170931,4836,495,875
170931,6048,675,1235
170931,6854,805,1495
170740,30,95,95
170740,24,85,85
170740,2430,285,495
170740,2632,305,535
170740,2936,355,635
170740,3040,385,695
170740,3648,475,875
170740,4860,655,1235
170740,5468,785,1495
170720,30,95,95
170720,24,85,85
170720,3226,325,535
170720,3629,375,635
170720,4030,405,695
170720,4836,495,875
170720,6048,675,1235
170720,6854,805,1495
170832,2430,285,495
170832,2632,305,535
170832,2936,355,635
170832,3040,385,695
170832,3648,475,875
170832,4860,655,1235
170832,5468,785,1495
170760,2430,285,495
170760,2632,305,535
170760,2936,355,635
170760,3040,385,695
170760,3648,475,875
170760,4860,655,1235
170760,5468,785,1495
170769,2430,285,495
170769,2632,305,535
170769,2936,355,635
170769,3040,385,695
170769,3648,475,875
170769,4860,655,1235
170769,5468,785,1495
170841,2430,285,495
170841,2632,305,535
170841,2936,355,635
170841,3040,385,695
170841,3648,475,875
170841,4860,655,1235
170841,5468,785,1495
170850,30,95,95
170850,24,85,85
170850,20,75,75
170850,2430,285,495
170850,2632,305,535
170850,2936,355,635
170850,3040,385,695
170850,3648,475,875
170850,4860,655,1235
170850,5468,785,1495
170940,3024,305,495
170940,3226,325,535
170940,3629,375,635
170940,4030,405,695
170940,4836,495,875
170940,6048,675,1235
170940,6854,805,1495
206605,30,95,95
206605,24,85,85
206605,20,75,75
206605,2430,285,495
206605,2632,305,535
206605,2936,355,635
206605,3040,385,695
206605,3648,475,875
206605,4860,655,1235
206605,5468,785,1495
170967,3624,335,555
170967,4630,425,735
170967,5436,535,955
170967,6040,605,1095
170967,7248,765,1415
170751,48,165,165
170751,40,145,145
170751,36,125,125
170751,30,95,95
170751,24,85,85
170751,2430,285,495
170751,2632,305,535
170751,2936,355,635
170751,3040,385,695
170751,3648,475,875
170751,4860,655,1235
170751,5468,785,1495
170984,30,95,95
170984,36,125,125
170984,40,145,145
170984,48,165,165
170991,30,95,95
170991,36,125,125
170991,40,145,145
170991,48,165,165
170997,30,95,95
170997,36,125,125
170997,40,145,145
170997,48,165,165
171003,30,95,95
171003,36,125,125
171003,40,145,145
171003,48,165,165
170859,30,95,95
170859,24,85,85
170859,20,75,75
170859,2430,285,495
170859,2632,305,535
170859,2936,355,635
170859,3040,385,695
170859,3648,475,875
170859,4860,655,1235
170859,5468,785,1495
170868,2430,285,495
170868,2632,305,535
170868,2936,355,635
170868,3040,385,695
170868,3648,475,875
170868,4860,655,1235
170868,5468,785,1495
30925,24,85,85
30925,30,95,95
30925,2430,305,535
30925,2632,325,575
30925,2936,375,675
30925,3040,405,735
30925,3648,495,915
30925,4860,675,1275
30925,5468,805,1535
30927,24,85,85
30927,30,95,95
30927,3024,305,535
30927,3226,325,575
30927,3629,375,675
30927,4030,405,735
30927,4836,495,915
30927,6048,675,1275
30927,6854,805,1535
26996,3624,315,565
26996,4630,405,745
26996,5436,515,965
26996,6040,585,1105
26996,7248,745,1425
26998,3624,315,565
26998,4630,405,745
26998,5436,515,965
26998,6040,585,1105
26998,7248,745,1425
27000,3624,315,565
27000,4630,405,745
27000,5436,515,965
27000,6040,585,1105
27000,7248,745,1425
27002,3624,315,565
27002,4630,405,745
27002,5436,515,965
27002,6040,585,1105
27002,7248,745,1425
27004,3624,315,565
27004,4630,405,745
27004,5436,515,965
27004,6040,585,1105
27004,7248,745,1425
27006,3624,315,565
27006,4630,405,745
27006,5436,515,965
27006,6040,585,1105
27006,7248,745,1425
27008,3024,285,505
27008,3226,305,545
27008,3629,355,645
27008,4030,385,705
27008,4836,475,885
27008,6048,655,1245
27008,6854,785,1505
27010,3624,315,565
27010,4630,405,745
27010,5436,515,965
27010,6040,585,1105
27010,7248,745,1425
27012,3024,285,505
27012,3226,305,545
27012,3629,355,645
27012,4030,385,705
27012,4836,475,885
27012,6048,655,1245
27012,6854,785,1505
27014,3024,285,505
27014,3226,305,545
27014,3629,355,645
27014,4030,385,705
27014,4836,475,885
27014,6048,655,1245
27014,6854,785,1505
7633,30,95,95
7633,24,85,85
7633,20,75,75
7633,3624,315,555
7633,4630,405,735
7633,5436,515,955
7633,6040,585,1095
7633,7248,745,1415
7635,3024,285,495
7635,3226,305,535
7635,3629,355,635
7635,4030,385,695
7635,4836,475,875
7635,6048,655,1235
7635,6854,785,1495
7637,3624,315,555
7637,4630,405,735
7637,5436,515,955
7637,6040,585,1095
7637,7248,745,1415
7639,24,85,85
7639,30,95,95
7639,3024,285,495
7639,3226,305,535
7639,3629,355,635
7639,4030,385,695
7639,4836,475,875
7639,6048,655,1235
7639,6854,785,1495
7641,3030,335,595
7641,3636,395,715
7641,4040,455,835
7641,4848,565,1055
7641,6060,775,1475
7643,3624,315,555
7643,4630,405,735
7643,5436,515,955
7643,6040,585,1095
7643,7248,745,1415
7645,3024,285,495
7645,3226,305,535
7645,3629,355,635
7645,4030,385,695
7645,4836,475,875
7645,6048,655,1235
7645,6854,785,1495
7647,2430,305,495
7647,2632,325,535
7647,2936,375,635
7647,3040,405,695
7647,3648,495,875
7647,4860,675,1235
7647,5468,805,1495
7649,3624,315,555
7649,4630,405,735
7649,5436,515,955
7649,6040,585,1095
7649,7248,745,1415
7651,3624,315,555
